species	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Agrobacterium_sp._33MFTa1.1	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium_sp._RAC06	23	30	0	1	1	0	0	0	0	0	1	1	6	2	3	1	1	0
Agrobacterium_tumefaciens	53	194	17	17	18	21	2	1	0	9	16	10	15	31	12	17	44	14
Agrobacterium_vaccinii	7	5	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Agrobacterium_vitis	7	8	1	1	0	1	1	0	0	1	0	0	2	0	0	1	0	0
Agrococcus_carbonis	6	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus_jejuensis	4	13	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Agrococcus_sp._Marseille-Q4369	12	98	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0
Agrococcus_sp._REN33	8	29	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1
Agrococcus_sp._SCSIO52902	19	90	1	4	2	2	1	0	2	0	6	7	0	17	5	4	11	6
Agrococcus_sp._SGAir0287	10	6	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
Agrococcus_sp._SL85	4	71	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0
Agromyces_archimandritae	5	24	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
Agromyces_aureus	5	17	0	0	2	2	0	0	0	0	0	6	0	0	0	0	0	0
Agromyces_badenianii	6	12	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1
Agromyces_flavus	6	8	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Agromyces_intestinalis	14	20	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Agromyces_laixinhei	14	27	5	1	0	1	0	0	0	0	0	1	0	6	0	0	2	2
Agromyces_larvae	13	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Agromyces_mangrovi	2	12	1	0	2	1	0	0	0	0	0	2	0	2	0	1	1	2
Agromyces_marinus	8	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Agromyces_protaetiae	14	186	2	8	8	4	0	0	1	0	10	6	8	22	3	3	8	4
Agromyces_soli	26	97	1	1	1	1	0	0	0	0	2	1	2	3	1	1	1	1
Agromyces_sp._H17E-10	3	83	3	5	3	3	0	1	0	1	4	2	4	24	2	2	14	3
Agromyces_sp._LHK192	3	15	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
Ahniella_affigens	2	38	0	0	2	3	0	1	0	0	2	0	0	3	0	0	1	0
Akkermansia_glycaniphila	4	12	3	3	6	8	2	0	1	3	5	6	7	8	2	4	3	2
Akkermansia_massiliensis	12	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia_muciniphila	162	89	30	51	75	75	3	9	3	8	40	35	80	88	56	40	113	57
Akkermansia_sp._N21116	10	66	3	14	13	14	0	0	0	0	8	12	13	25	14	8	29	14
Alcaligenes_aquatilis	0	0	0	0	0	1	3	3	1	1	0	1	0	0	0	0	0	0
Alcaligenes_faecalis	7	2	4	4	4	6	6	6	1	8	4	3	7	3	1	1	6	3
Alcanivorax_sp.	9	84	4	5	8	10	3	2	2	4	11	8	20	27	16	6	32	15
Algibacter_luteus	6	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
Algibacter_sp._L1A34	15	2	0	0	4	0	0	3	2	2	0	0	0	1	0	1	1	2
Algibacter_sp._L3A6	14	6	1	0	1	0	0	0	0	2	1	1	0	1	1	1	0	0
Algoriphagus_machipongonensis	8	9	1	1	0	0	1	1	1	0	0	0	0	3	0	0	2	3
Algoriphagus_sanaruensis	13	5	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0
Algoriphagus_sp._NBT04N3	5	4	1	0	0	0	0	0	0	0	1	1	2	3	0	0	1	1
Algoriphagus_sp._NG3	16	51	1	4	1	7	1	1	0	2	1	0	6	7	3	6	8	5
Algoriphagus_sp._Y33	4	27	1	1	1	2	1	0	0	0	4	2	4	10	1	0	3	0
Aliamphritea_ceti	2	62	7	4	4	6	0	0	1	0	3	3	6	12	3	1	17	11
Aliamphritea_hakodatensis	1	1	0	0	2	0	4	3	1	0	0	0	1	0	0	0	3	0
Aliamphritea_spongicola	19	46	8	10	6	1	0	0	0	0	1	3	5	10	6	8	12	5
Aliarcobacter_butzleri	102	16	3	4	7	2	0	1	0	0	1	0	4	11	5	8	8	6
Aliarcobacter_cibarius	13	28	2	3	2	3	3	4	4	5	7	8	9	12	5	9	18	9
Aliarcobacter_cryaerophilus	27	44	11	8	11	5	2	3	1	0	4	3	11	13	9	4	18	8
Aliarcobacter_faecis	13	26	1	3	3	0	9	24	9	16	4	2	5	4	2	8	16	4
Aliarcobacter_lanthieri	11	1	3	2	3	0	1	3	2	0	1	2	4	5	3	1	4	1
Aliarcobacter_skirrowii	10	18	0	1	1	0	0	0	0	1	0	0	0	3	0	3	3	1
Aliarcobacter_thereius	8	32	0	2	1	0	3	5	4	7	3	0	12	10	7	4	12	6
Alicycliphilus_denitrificans	0	6	2	0	0	0	2	2	0	1	0	2	0	1	0	0	0	0
Alicyclobacillus_acidocaldarius	12	112	6	9	11	14	3	3	1	2	4	6	10	35	5	6	26	10
Alicyclobacillus_acidoterrestris	8	20	0	2	0	0	0	0	0	0	2	0	4	6	1	0	4	0
Alicyclobacillus_cycloheptanicus	21	14	2	0	2	6	0	0	0	1	3	1	3	4	1	1	4	2
Alicyclobacillus_dauci	2	7	0	0	0	0	3	1	0	0	1	0	1	1	0	0	1	0
Alicyclobacillus_fastidiosus	80	61	3	6	11	10	0	2	0	1	2	7	12	20	9	9	32	6
Alicyclobacillus_mengziensis	16	16	4	7	8	3	10	1	0	3	2	2	9	9	3	3	6	2
Alicyclobacillus_sp._ALC3	4	6	0	1	0	0	0	0	0	0	2	0	1	1	4	2	1	1
Alicyclobacillus_sp._SO9	4	6	1	1	1	1	1	1	0	0	0	0	3	0	0	0	4	1
Alicyclobacillus_sp._TC	9	14	1	1	0	4	1	0	0	0	0	0	0	3	0	0	1	3
Aliiglaciecola_sp._LCG003	3	13	1	0	1	0	0	1	0	1	2	1	0	1	1	0	1	0
Aliiroseovarius_crassostreae	33	14	0	3	0	0	2	1	0	0	1	0	1	6	0	0	4	2
Aliivibrio_fischeri	14	13	1	3	1	1	0	1	0	0	1	0	2	2	2	1	4	3
Aliivibrio_salmonicida	2	2	0	0	2	1	0	1	0	0	3	0	0	0	0	1	1	0
Alistipes_communis	4	21	0	0	3	0	7	8	8	9	0	0	0	3	1	0	1	1
Alistipes_dispar	2	6	0	3	1	1	12	6	10	10	1	1	0	0	0	1	3	0
Alistipes_finegoldii	27	35	3	1	3	3	9	6	9	7	1	2	3	2	0	0	1	1
Alistipes_ihumii	7	5	0	2	0	2	11	7	10	4	1	0	0	2	1	1	0	1
Alistipes_indistinctus	3	12	0	0	2	2	2	3	7	2	0	0	3	0	0	0	2	0
Alistipes_megaguti	17	14	2	5	1	7	29	28	34	43	2	3	5	2	0	6	13	4
Alistipes_onderdonkii	15	36	0	1	3	5	6	17	10	16	1	0	4	1	2	2	3	3
Alistipes_senegalensis	16	23	1	3	1	6	5	1	2	4	2	3	5	2	2	6	5	6
Alistipes_shahii	4	3	2	1	1	2	4	7	6	8	0	2	2	0	0	2	1	1
Alistipes_sp._dk3624	6	6	0	6	4	7	4	1	4	5	0	3	6	5	0	1	8	3
Alkalibacter_rhizosphaerae	86	177	12	13	16	21	0	1	0	1	7	11	21	34	13	18	45	21
Alkalicella_caledoniensis	11	37	9	8	7	10	3	9	8	5	3	7	16	27	13	8	29	9
Alkaliflexus_sp._Ai-910	11	21	2	1	3	2	1	1	1	0	1	2	5	7	1	3	11	7
Alkalihalobacillus_sp._AL-G	29	60	3	6	13	19	0	0	0	0	14	13	20	12	11	7	27	7
Alkalihalobacillus_sp._LMS39	51	112	4	13	16	13	1	1	2	2	10	8	22	27	11	8	30	11
Alkalihalobacillus_sp._LMS6	21	38	2	3	7	2	1	0	0	0	8	6	3	11	2	6	9	7
Alkalihalophilus_pseudofirmus	49	60	3	5	6	11	0	0	1	0	3	7	12	12	13	10	14	13
Alkalilimnicola_ehrlichii	23	129	3	9	12	8	0	0	0	0	7	11	7	41	8	11	23	7
Alkalimarinus_alittae	2	2	0	0	0	0	0	3	2	0	2	2	0	6	2	2	5	2
Alkalimarinus_coralli	11	14	5	12	6	7	0	0	0	0	3	3	4	4	2	0	3	3
Alkalimarinus_sediminis	11	72	2	0	3	3	0	0	0	1	2	6	5	20	3	2	12	1
Alkaliphilus_metalliredigens	124	87	9	10	14	6	4	5	2	5	16	22	18	41	17	18	47	23
Alkaliphilus_oremlandii	224	220	23	35	32	41	5	12	8	11	43	31	59	77	47	47	114	59
Alkaliphilus_sp._B6464	51	112	25	26	23	22	17	28	40	22	29	22	47	65	24	30	112	28
Alkalitalea_saponilacus	15	19	8	1	8	3	0	2	0	2	6	3	5	16	6	3	10	8
Alloacidobacterium_dinghuense	1	4	1	1	3	0	0	0	0	0	1	1	4	4	0	2	9	2
Alloactinosynnema_sp._L-07	3	11	1	0	3	2	0	0	1	0	3	2	0	8	0	0	2	0
Alloalcanivorax_dieselolei	0	1	0	4	1	1	0	1	0	0	2	0	1	1	0	0	0	0
Alloalcanivorax_xenomutans	2	37	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Allobacillus_halotolerans	34	20	2	4	7	7	1	1	2	0	4	2	1	7	2	5	9	4
Allobaculum_mucilyticum	60	76	10	11	12	11	3	3	1	1	51	46	75	144	80	79	172	93
Allobaculum_sp._Allo2	120	193	11	28	13	13	2	2	1	2	57	45	64	178	79	81	209	91
Allobranchiibius_sp._GilTou73	3	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Allochromatium_tepidum	5	56	1	5	2	3	2	0	0	0	8	2	7	19	5	2	14	6
Allocoleopsis_franciscana	7	26	7	2	0	5	0	0	0	1	9	5	10	8	6	5	12	4
Allocoprobacillus_halotolerans	1567	3430	200	264	278	222	33	28	16	26	464	379	691	1147	812	808	1886	977
Allofrancisella_frigidaquae	12	32	7	8	6	12	3	3	5	1	6	4	11	10	16	6	17	7
Allofrancisella_inopinata	2	3	0	1	0	0	1	0	0	0	1	0	1	0	0	1	2	0
Allomeiothermus_silvanus	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Allomuricauda_aquimarina	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allomuricauda_aurantiaca	2	18	2	2	2	0	1	4	1	3	2	1	3	7	1	3	3	2
Allomuricauda_lutaonensis	2	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	1	1
Allomuricauda_oceani	2	0	0	0	0	0	5	1	1	2	0	0	1	0	0	0	0	0
Allosaccharopolyspora_coralli	3	90	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	1
Alteracholeplasma_palmae	40	33	1	2	3	3	2	5	4	6	3	4	3	11	13	4	9	9
Altererythrobacter_rubellus	1	0	4	10	9	8	0	1	0	0	2	1	4	4	0	1	4	4
Altererythrobacter_sp._B11	11	48	4	3	3	7	0	0	0	0	4	3	6	28	5	10	8	5
Altererythrobacter_sp._TH136	2	3	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1
Altererythrobacter_sp._ZODW24	5	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Alteriqipengyuania_flavescens	4	39	2	3	4	2	5	1	0	1	1	1	2	6	0	1	0	1
Alteromonas_macleodii	21	36	5	4	4	8	3	1	1	3	4	6	7	19	3	7	28	12
Alteromonas_mediterranea	69	75	6	4	8	15	1	3	0	2	8	3	3	5	2	3	8	2
Alteromonas_pelagimontana	6	34	2	0	1	1	0	0	0	0	3	4	5	7	5	3	14	4
Alteromonas_sp._009811495	0	0	1	0	1	0	0	0	0	0	1	1	2	1	0	1	4	0
Alteromonas_sp._BL110	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2	0	4	1
Alteromonas_sp._MB-3u-76	7	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Alysiella_crassa	4	16	2	0	1	2	0	1	1	2	2	0	5	0	0	1	1	0
Alysiella_filiformis	6	10	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0
Amedibacterium_intestinale	74777	114140	1622	2825	2557	2470	8031	5597	1874	4462	5815	3797	7675	15796	3114	3605	8059	4272
Aminipila_butyrica	138	80	4	6	13	10	5	6	3	6	6	9	21	21	12	10	25	11
Aminipila_luticellarii	283	253	29	27	31	40	2	0	2	3	46	42	41	84	45	53	125	48
Aminipila_terrae	352	305	42	37	61	40	2	2	2	5	50	57	89	130	54	57	137	52
Aminithiophilus_ramosus	12	67	3	3	2	2	2	1	0	1	3	3	2	8	1	0	4	1
Aminobacter_aminovorans	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminobacter_sp._NyZ550	0	5	2	2	0	2	5	5	1	0	0	1	2	5	2	1	2	1
Aminobacterium_colombiense	8	8	4	3	4	3	1	1	0	0	0	2	2	7	2	2	5	5
Aminobacterium_sp._MB27-C1	6	6	4	1	2	0	0	0	0	0	1	0	5	7	3	2	14	4
Aminomonas_paucivorans	14	11	1	1	2	2	0	0	0	0	1	0	1	3	0	0	2	0
Ammonifex_degensii	10	4	0	1	1	1	2	2	1	1	0	0	3	3	1	0	0	1
Amniculibacterium_sp._G2-70	14	1	0	0	0	0	0	1	5	4	1	0	2	1	0	2	1	0
Amphibacillus_xylanus	150	84	5	5	4	6	1	0	2	1	9	13	14	32	16	17	33	21
Amphritea_atlantica	3	14	1	4	3	5	0	2	0	0	1	1	2	14	3	5	9	2
Amphritea_japonica	1	3	0	0	1	2	0	0	0	0	1	1	2	3	0	0	3	2
Amycolatopsis_acidiphila	3	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Amycolatopsis_aidingensis	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Amycolatopsis_albispora	7	26	2	0	0	3	0	0	0	0	0	1	1	0	0	1	2	1
Amycolatopsis_keratiniphila	6	21	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
Amycolatopsis_mediterranei	0	19	0	1	2	1	0	0	0	0	0	3	1	6	0	0	1	0
Amycolatopsis_methanolica	7	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Amycolatopsis_roodepoortensis	2	1	1	1	1	1	0	0	0	0	3	1	0	2	0	1	0	0
Amycolatopsis_sp._2-15	19	108	2	9	6	4	1	0	1	0	4	6	6	27	7	10	21	10
Amycolatopsis_sp._2-2	12	187	6	2	7	6	0	0	1	0	4	4	7	13	5	7	14	3
Amycolatopsis_sp._4-36	4	20	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Amycolatopsis_sp._AA4	14	25	2	0	2	1	0	0	0	0	0	0	2	2	2	0	1	0
Amycolatopsis_sp._CA-230715	12	42	6	9	3	20	3	0	1	0	8	8	8	19	2	7	27	5
Amycolatopsis_sp._DG1A-15b	9	8	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Amycolatopsis_sp._DSM_110486	6	25	2	1	0	0	0	0	0	0	0	1	0	6	1	0	1	0
Amycolatopsis_sp._FBCC-B4732	44	127	2	4	10	7	0	0	0	0	9	8	13	36	7	11	23	9
Amycolatopsis_sp._FDAARGOS_1241	13	22	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0
Amycolatopsis_sp._FU40	4	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Amycolatopsis_sp._Hca4	10	57	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
Amycolatopsis_sp._HUAS_11-8	14	77	0	0	2	1	0	0	0	0	0	0	0	4	0	0	1	0
Amycolatopsis_sp._QT-25	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis_sp._TNS106	2	0	5	6	2	6	4	3	0	0	1	0	6	1	1	2	4	3
Amycolatopsis_sp._WQ_127309	4	10	1	0	1	1	0	0	1	0	0	3	0	1	0	0	0	1
Amycolatopsis_sp._YIM_10	11	16	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
Amycolatopsis_thermalba	12	94	5	5	4	3	1	0	0	0	5	7	7	14	3	12	16	4
Amygdalobacter_indicium	56	80	4	9	15	13	1	1	3	1	9	17	15	27	10	16	45	16
Amygdalobacter_nucleatus	26	21	2	1	3	9	0	1	1	1	5	6	9	13	6	9	16	6
Amylolactobacillus_amylophilus	54	39	6	4	8	8	0	0	1	0	6	11	13	17	15	14	31	11
Anabaena_cylindrica	11	5	0	0	4	1	0	1	0	0	2	2	2	7	1	1	3	2
Anabaena_sp._90	1	0	1	0	1	1	0	1	3	1	0	0	1	0	0	0	1	0
Anaerobacillus_isosaccharinicus	60	12	3	7	3	3	1	2	6	4	10	9	8	24	8	24	27	20
Anaerobutyricum_hallii	4239	5723	469	527	560	574	27	35	14	30	830	715	1201	2168	806	837	1940	988
Anaerococcus_mediterraneensis	48	36	2	1	2	3	0	2	2	1	4	5	3	13	0	4	5	7
Anaerococcus_obesiensis	96	46	3	7	1	10	0	1	0	1	11	6	15	27	8	13	21	17
Anaerococcus_prevotii	26	19	10	5	7	3	6	20	13	13	7	8	16	16	6	7	18	6
Anaerococcus_sp._Marseille-Q7828	16	34	1	5	3	3	7	14	7	9	5	2	7	14	4	8	9	5
Anaerococcus_vaginalis	48	41	9	9	15	12	12	29	10	25	9	11	20	32	14	13	44	11
Anaerocolumna_cellulosilytica	1384	1933	139	164	155	173	6	11	6	13	252	206	371	621	243	279	639	314
Anaerocolumna_chitinilytica	1081	1248	161	164	219	221	13	10	10	7	186	164	284	478	194	194	474	177
Anaerocolumna_sedimenticola	1066	1309	94	139	144	144	7	11	4	4	161	162	240	417	181	179	458	204
Anaerocolumna_sp._AGMB13020	1062	1743	194	185	189	243	7	12	5	4	257	240	396	640	251	266	664	296
Anaerocolumna_sp._AGMB13025	926	1330	132	118	117	175	4	6	2	6	182	163	325	452	197	198	491	251
Anaerocolumna_sp._MB42-C2	1321	1473	145	135	146	127	12	27	12	15	203	162	308	475	169	243	518	295
Anaerolinea_thermophila	8	18	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Anaeromicropila_herbilytica	1218	1908	132	120	117	130	13	18	10	20	222	185	299	516	217	230	516	262
Anaeromyxobacter_dehalogenans	12	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Anaeromyxobacter_oryzae	3	9	2	0	2	2	0	0	0	0	1	0	1	4	3	0	2	1
Anaeromyxobacter_paludicola	10	57	6	6	6	3	0	2	1	1	6	6	11	28	3	7	12	5
Anaeromyxobacter_sp._Fw109-5	47	193	8	3	11	11	0	0	0	0	11	7	8	22	11	5	21	7
Anaeropeptidivorans_aminofermentans	267	243	34	43	50	40	5	8	1	5	53	36	76	111	45	38	104	68
Anaerostipes_caccae	2831	3059	280	331	322	466	20	23	15	22	412	376	636	1030	426	463	992	455
Anaerostipes_hadrus	4206	5654	362	377	483	499	25	37	17	33	578	548	915	1555	589	632	1500	715
Anaerostipes_rhamnosivorans	1339	1691	190	200	211	203	3	3	5	6	217	220	355	526	231	253	607	267
Anaerotignum_propionicum	316	419	54	65	89	67	7	7	1	5	48	58	106	151	53	61	162	94
Anaerotignum_sp._MB30-C6	452	879	42	44	45	32	3	1	3	3	71	63	76	151	52	65	141	60
Anaerotruncus_colihominis	1190	1575	170	274	248	213	172	104	22	87	218	220	450	560	194	219	512	254
Anatilimnocola_aggregata	14	28	1	0	0	2	0	0	0	0	1	3	2	5	1	0	6	0
Ancylobacter_novellus	3	33	2	0	1	0	0	1	0	0	1	0	1	3	0	0	0	0
Ancylobacter_polymorphus	1	1	1	2	1	0	0	1	0	0	0	1	1	1	0	0	0	0
Ancylobacter_pratisalsi	2	4	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
Ancylobacter_sp._TS-1	2	16	2	0	5	2	1	0	0	0	2	1	2	2	1	3	5	0
Ancylobacter_sp._WKF20	14	130	3	1	2	6	0	0	0	0	3	1	2	8	0	2	7	0
Aneurinibacillus_soli	7	30	4	5	9	12	6	3	1	3	2	3	10	17	4	2	8	5
Aneurinibacillus_sp._B1	52	50	4	3	5	4	0	0	0	0	5	1	11	16	8	5	13	4
Aneurinibacillus_sp._Ricciae_BoGa-3	25	21	0	3	0	2	0	1	0	1	1	1	4	3	2	3	5	0
Anoxybacillus_amylolyticus	46	24	1	2	3	1	2	2	2	0	6	1	4	9	3	4	10	4
Anoxybacillus_caldiproteolyticus	21	9	4	1	1	2	4	3	2	4	10	4	8	11	6	7	17	13
Anoxybacillus_flavithermus	72	32	4	2	0	1	0	2	5	3	4	5	6	11	3	5	15	5
Anoxybacillus_gonensis	23	15	2	5	1	2	1	1	1	1	3	3	5	13	2	2	6	3
Anoxybacter_fermentans	41	29	5	6	4	4	3	7	2	4	5	6	9	13	8	6	18	10
Anseongella_ginsenosidimutans	3	11	0	6	0	5	0	0	0	0	1	1	2	1	1	0	4	1
Antarcticibacterium_arcticum	5	29	2	0	1	2	0	0	0	0	0	0	3	2	0	1	1	1
Antarcticibacterium_flavum	4	47	2	4	0	2	0	0	0	0	2	0	10	10	2	6	7	6
Antarcticibacterium_sp._1MA-6-2	33	49	10	10	3	8	3	1	0	0	10	11	15	10	15	10	36	11
Antarctobacter_heliothermus	3	5	6	5	3	5	0	0	0	2	2	2	5	3	0	1	8	1
Anthocerotibacter_panamensis	6	8	1	2	7	3	1	0	0	1	2	0	6	6	2	3	4	0
Antiquaquibacter_oligotrophicus	7	79	8	12	10	9	0	0	0	1	4	4	7	17	3	6	13	3
Apibacter_raozihei	12	30	0	2	1	2	1	3	1	2	3	3	3	9	5	5	6	4
Apibacter_sp._B2966	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apilactobacillus_apinorum	7	15	0	1	2	2	1	11	7	9	0	8	9	5	3	5	18	3
Apilactobacillus_apisilvae	2	4	3	1	2	1	0	0	1	0	2	1	3	2	4	1	4	3
Apilactobacillus_bombintestini	15	64	13	7	7	10	0	1	0	0	11	26	14	29	17	22	37	18
Apilactobacillus_kunkeei	1	102	3	1	4	7	0	0	0	0	9	2	9	27	11	4	15	9
Aquabacter_sp._L1I39	7	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Aquabacterium_olei	1	1	1	2	0	0	0	2	0	0	0	2	0	0	1	0	1	0
Aquabacterium_sp._J223	6	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Aquaspirillum_sp._LM1	1	0	3	0	1	3	1	0	1	2	2	1	1	1	2	2	2	4
Aquella_oligotrophica	6	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Aquibium_microcysteis	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquibium_oceanicum	13	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquicella_lusitana	53	31	5	5	6	12	2	0	0	0	9	5	10	20	11	6	19	10
Aquicella_siphonis	1	2	0	0	1	1	0	1	0	2	1	0	0	1	0	1	3	0
Aquiflexum_balticum	14	19	5	3	6	9	7	6	2	7	10	4	19	21	6	10	13	5
Aquihabitans_sp._G128	0	56	16	0	0	2	0	0	0	0	3	8	2	5	1	1	3	0
Aquiluna_borgnonia	1	7	0	0	0	3	0	0	0	0	2	2	4	4	1	2	3	0
Aquiluna_sp._KACHI24	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquimarina_sp._AD1	7	15	2	2	1	1	0	1	1	0	0	1	4	5	1	2	3	1
Aquimarina_sp._AD10	23	9	0	0	1	0	0	0	0	0	0	0	1	2	1	0	1	0
Aquimarina_sp._Aq107	2	1	0	0	0	0	0	1	1	0	3	2	3	2	4	2	5	1
Aquimarina_sp._BL5	5	12	0	7	3	2	7	10	10	10	1	4	8	3	3	6	8	2
Aquimarina_sp._ERC-38	8	15	0	1	1	3	10	11	1	10	0	0	3	3	3	2	5	1
Aquimarina_sp._TRL1	23	12	0	0	0	0	0	0	0	0	1	3	1	0	0	0	1	0
Aquincola_tertiaricarbonis	8	1	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Aquipluma_nitroreducens	20	23	1	2	0	0	1	2	1	2	3	1	4	6	2	4	5	1
Aquirhabdus_parva	3	4	1	1	0	1	0	0	0	0	1	0	2	4	0	1	4	1
Aquirufa_antheringensis	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Aquirufa_lenticrescens	4	3	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1
Aquisalimonas_sp._2447	13	50	6	5	5	9	5	6	3	1	8	5	27	16	11	12	34	10
Aquisalinus_flavus	0	0	0	2	0	0	0	2	0	0	2	1	1	2	1	0	0	1
Aquisediminimonas_profunda	10	5	1	2	3	3	1	1	0	1	4	3	7	1	1	0	1	2
Aquisphaera_giovannonii	19	23	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Arabiibacter_massiliensis	606	2660	40	55	50	59	4	1	0	3	65	51	80	224	52	61	141	68
Arachidicoccus_ginsenosidivorans	18	4	2	0	1	1	2	4	1	3	0	1	3	1	0	1	1	2
Arachidicoccus_soli	3	0	1	0	2	0	3	2	2	2	3	1	0	2	1	0	4	1
Arachidicoccus_sp._B3-10	28	4	0	0	0	0	0	0	0	0	4	0	1	2	0	0	6	2
Arachidicoccus_sp._BS20	25	29	1	2	1	1	1	1	0	0	1	0	2	1	0	2	1	2
Arachidicoccus_terrestris	13	64	11	11	7	4	0	0	0	0	7	11	15	20	10	13	29	11
Arachnia_propionica	498	591	0	2	0	1	0	0	0	0	6	3	5	9	3	4	2	2
Arachnia_rubra	24	67	1	0	0	0	0	0	0	0	1	1	1	2	0	1	4	0
Arcanobacterium_canis	18	100	5	14	16	13	0	0	0	0	14	10	11	55	15	15	43	14
Arcanobacterium_haemolyticum	2	9	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0
Arcanobacterium_phocae	4	18	0	0	0	1	0	0	0	0	1	0	1	7	2	2	3	1
Arcanobacterium_phocisimile	4	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Arcanobacterium_pinnipediorum	26	10	0	1	1	2	3	3	2	1	0	0	1	0	0	2	0	0
Arcanobacterium_wilhelmae	17	65	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Archaeoglobus_fulgidus	6	37	7	3	5	6	1	0	0	0	4	3	8	14	6	12	20	7
Archaeoglobus_sulfaticallidus	16	4	0	0	0	0	0	0	0	0	2	0	0	3	2	3	2	0
Archangium_gephyra	6	54	1	1	0	1	1	0	0	0	2	5	1	2	0	0	1	0
