superkingdom	phylum	class	order	family	genus	species	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Auraticoccus	Auraticoccus monumenti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora atroaurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9815382587179	5.41377245508982	2.39618223340173	0	0	0	2.94511187217078	1.18093357381887	1.79608311909479
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces abikoensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	2.40612109115103	0.599045558350434	4.96136229069465	4.33927533869962	3.72592249716556	0	0.590466786909434	0.598694373031598
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces atrovirens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36676886569223	4.2107119095143	2.99522779175217	0	0.619896476957089	0	3.53413424660494	2.36186714763773	1.1973887460632
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces champavatii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36676886569223	4.2107119095143	2.99522779175217	0	0	0	2.35608949773663	2.36186714763773	1.1973887460632
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flavofuscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	5.41377245508982	2.99522779175217	0	0.619896476957089	0	2.94511187217078	2.36186714763773	2.39477749212639
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces glomeroaurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17415356220507	4.2107119095143	3.5942733501026	0	0.619896476957089	0	2.94511187217078	1.7714003607283	0.598694373031598
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseorubiginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	3	0	1	0	4	2	3	0	0	0	0	0	0	0	0	0	3.57784591046148	4.81224218230206	2.99522779175217	0	0.619896476957089	0	3.53413424660494	1.7714003607283	2.39477749212639
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoverticillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	0.601530272787758	0	4.96136229069465	1.85968943087127	1.86296124858278	0	0.590466786909434	0.598694373031598
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hiroshimensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces kurssanovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	3.60918163672655	2.99522779175217	0	0.619896476957089	0	2.35608949773663	1.7714003607283	2.99347186515799
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces levis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	3.00765136393879	3.5942733501026	0	0.619896476957089	0	3.53413424660494	2.36186714763773	0.598694373031598
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces monomycini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77046121394865	3.60918163672655	2.99522779175217	0	0.619896476957089	0	4.1231566210391	2.95233393454717	1.79608311909479
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces niveoruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	6.01530272787758	1.7971366750513	0	0.619896476957089	0	1.76706712330247	1.7714003607283	1.79608311909479
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ovatisporus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78892295523074	0.601530272787758	0	3.10085143168415	3.09948238478544	2.48394833144371	0	0.590466786909434	0.598694373031598
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pharmamarensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	2.40612109115103	0.599045558350434	3.72102171802098	3.09948238478544	4.34690958002649	0	0.590466786909434	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces poonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77046121394865	4.2107119095143	1.7971366750513	0	0.619896476957089	0	2.35608949773663	2.36186714763773	1.79608311909479
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rectiverticillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17415356220507	4.2107119095143	2.39618223340173	0	0.619896476957089	0	3.53413424660494	2.36186714763773	1.79608311909479
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces speibonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	1.20306054557552	1.19809111670087	3.72102171802098	3.09948238478544	3.10493541430464	0	0.590466786909434	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermospinosisporus	0	0	0	0	0	0	20.8050943135612	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1.19261530348716	1.80459081836327	1.19809111670087	3.10085143168415	2.47958590782835	4.96789666288742	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	0	0	0	1136.36796321146	1530.39585157965	617.810506376654	122.133028095138	145.209130170832	135.687208971461	466.21023687417	487.94266561157	426.928776159586	881	1172	475	91	113	104	357	371	332	1132	1531	617	120	144	134	462	482	425	1078	1450	578	115	138	127	439	458	394	1124.63623118839	1562.17411842981	624.205471801152	127.13490869905	137.617017884474	140.96406780943	444.122870323354	477.687630609732	405.914784915424
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella bouchesdurhonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2559984179996	39.0994677312043	20.3675489839147	3.72102171802098	3.09948238478544	4.34690958002649	11.191425114249	12.3998025250981	13.1712762066952
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis	124800000	124800000	124800000	107.350987457217	121.539425861971	66.1077386184652	23.9770824489482	30.0485505898118	18.7942803554928	42.719221262968	53.1038178109481	41.089541323934	102	105	63	22	26	15	40	51	38	103	106	63	23	26	15	40	51	38	102	105	63	22	26	15	40	51	38	65.5938416917939	69.1759813705922	39.5370068511286	14.8840868720839	17.3571013547985	10.5567804086358	24.1499173518004	32.4756732800189	23.3490805482323
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9261530348716	16.8428476380572	7.78759225855564	2.48068114534732	1.85968943087127	1.86296124858278	3.53413424660494	2.95233393454717	4.78955498425278
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella stercoris	0	0	0	0	0	0	0	0	0	0	0	0	3	13	3	0	1	2	2	3	4	3	15	3	0	1	2	2	3	4	3	13	3	0	1	2	2	3	4	5.36676886569223	12.6321357285429	2.99522779175217	0.620170286336831	1.23979295391418	1.24197416572185	1.17804474886831	2.95233393454717	2.39477749212639
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17415356220507	4.2107119095143	0	1.24034057267366	1.23979295391418	1.24197416572185	0	1.18093357381887	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	[Collinsella] massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36676886569223	4.2107119095143	3.5942733501026	0	1.23979295391418	1.24197416572185	1.17804474886831	3.5428007214566	4.19086061122119
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	130300000	130300000	130300000	39.0423066512082	50.0474715864349	18.0242112900266	0	0	0	0	13.0251838454033	20.0436745061492	38	48	18	4	3	4	9	13	20	38	49	18	4	3	4	9	13	20	38	49	18	4	3	4	9	13	20	22.6596907662561	30.0765136393879	10.7828200503078	2.48068114534732	1.85968943087127	2.48394833144371	5.30120136990741	7.67606822982264	11.973887460632
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olegusella	Olegusella massiliensis	0	0	0	11.2857367159519	14.1747177063101	0	12.3824016601487	19.6567658022469	24.9416906788565	0	0	0	14	20	11	14	23	25	10	7	5	14	20	11	14	23	25	10	7	5	14	20	11	14	23	25	10	7	5	8.34830712441013	12.0306054557552	7.1885467002052	8.68238400871563	14.257618970013	15.5246770715232	5.89022374434157	4.13326750836604	2.99347186515799
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Parvibacter	Parvibacter caecicola	0	0	0	0	17.9080915908651	0	0	0	0	0	0	0	3	12	4	8	7	5	4	5	1	3	12	4	8	7	5	4	5	1	3	12	4	8	7	5	4	5	1	19.0818448557946	26.4673320026613	13.77804784206	9.92272458138929	16.1173084008843	10.5567804086358	10.0133803653807	13.580736098917	5.38824935728438
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia anaerobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38523060697432	1.80459081836327	0	0	1.85968943087127	0	2.35608949773663	1.7714003607283	0.598694373031598
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	299700000	299700000	299700000	127.360160950517	143.230194672112	65.0876136291836	59.0384128374968	84.0471611245645	79.3003411879156	90.2192936538661	89.17291062416	66.1498737260335	48	41	21	13	19	18	27	30	21	50	44	23	14	22	18	28	30	23	49	41	21	13	19	18	27	30	21	141.921221114972	168.428476380572	77.2768770272059	57.6758366293253	103.522711651834	94.3900365948609	98.9557589049384	93.2937523316905	68.2511585256022
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia muris	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	2	0	1	4	0	0	1	0	0	2	0	1	4	0	0	1	0	0	2	0	10.1372300796409	9.02295409181637	3.5942733501026	0.620170286336831	4.33927533869962	1.86296124858278	2.35608949773663	5.3142010821849	1.1973887460632
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Asaccharobacter	Asaccharobacter celatus	541400000	541400000	541400000	11.8457506012385	0	0	0	0	0	0	0	0	19	17	9	12	10	9	8	14	15	78	90	40	39	53	52	55	55	42	19	17	9	12	10	9	8	14	15	66.1901493435375	80.0035262807718	35.3436879426756	31.6286846031784	48.3519252026529	48.4369924631523	46.5327675802984	45.4659425920264	34.7242736358327
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	180700000	180700000	180700000	0	25.0283314916693	0	0	0	0	0	14.0284783853999	0	6	4	3	6	8	4	2	2	2	9	23	5	9	10	8	6	14	5	6	5	3	6	8	4	2	3	3	10.7335377313845	39.0994677312043	6.58950114185477	8.68238400871563	8.05865420044215	8.07283207719205	8.2463132420782	21.847271115649	6.58563810334758
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	4	2	0	4	1	4	4	2	2	4	3	2	5	0	4	3	2	0	4	2	0	4	0.596307651743581	7.21836327345309	2.39618223340173	3.10085143168415	1.23979295391418	3.10493541430464	2.94511187217078	4.13326750836604	3.59216623818959
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella sp. YY7918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60918163672655	1.19809111670087	0	2.47958590782835	0.620987082860927	0.589022374434157	2.36186714763773	1.1973887460632
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella timonensis	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	0	0	1	0	2	3	2	1	1	0	0	1	0	2	3	2	1	1	0	0	1	0	4.77046121394865	12.0306054557552	3.5942733501026	2.48068114534732	3.71937886174253	2.48394833144371	2.94511187217078	8.26653501673207	1.1973887460632
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus	Enterorhabdus caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	1	8	6	4	2	2	4	7	0	1	8	6	4	2	2	4	7	0	1	8	6	4	2	2	16.1003065970767	20.4520292747838	8.38663781690607	5.58153257703148	17.9769978317556	14.2827029058013	9.42435799094651	10.0379353774604	7.18433247637918
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae	92200000	92200000	92200000	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	2	0	3	4	1	1	1	0	0	3	0	2	2	0	1	1	0	0	2	0	1.78892295523074	7.81989354624085	3.5942733501026	1.24034057267366	3.71937886174253	1.24197416572185	1.76706712330247	2.95233393454717	2.99347186515799
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	3	2	2	0	3	2	2	2	1	3	2	2	0	3	2	2	2	1	3	2	2	0	7.15569182092297	18.0459081836327	6.58950114185477	3.10085143168415	10.5382401082705	3.72592249716556	9.42435799094651	7.0856014429132	9.57910996850557
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Paraeggerthella hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	2	0	0	2	2	1	1	0	1	3	0	0	1	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	22	30	17	23	20	18	16	19	19	23	31	18	23	20	18	16	19	19	22	30	17	23	20	18	16	19	19	16.1003065970767	21.0535595475715	14.9761389587608	16.7445977310944	16.7372048778414	13.6617158229404	10.6024027398148	14.1712028858264	13.1712762066952
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Raoultibacter timonensis	0	0	0	272.27516988176	410.654155303537	261.510950263298	272.107214331248	325.726600537803	312.32687205273	233.467829209713	242.037048042059	210.578649082524	183	271	169	161	184	169	167	163	139	183	271	169	161	184	169	167	163	139	183	271	169	161	184	169	167	163	139	112.702146179537	167.225415834997	106.630109386377	102.948267531914	119.020123575761	108.672739500662	100.722826028241	99.1984202007849	85.6132953435185
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia piriformis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	2	0	0	0	2	3	0	2	0	2	0	0	0	1	3	0	2	0	2	0	0	5.36676886569223	1.80459081836327	2.39618223340173	0	5.5790682926138	0	4.1231566210391	2.36186714763773	1.1973887460632
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78892295523074	0.601530272787758	0.599045558350434	1.86051085901049	4.33927533869962	4.96789666288742	0	0	0.598694373031598
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78892295523074	3.60918163672655	2.39618223340173	0	0.619896476957089	1.24197416572185	0	0	0.598694373031598
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	0	0	0	108.532182697306	129.505047667353	83.5496379504324	77.2171563649093	111.591484605622	108.809739028638	80.5469666136748	77.3853370258141	52.6836645075597	106	125	78	75	109	105	76	73	51	107	128	81	75	111	106	78	77	54	107	128	81	75	111	106	78	76	54	77.5199947266655	95.6433133732535	70.0883303270007	57.0556663429884	84.305920866164	82.5912820205033	59.4912598178499	67.3132137076754	44.9020779773699
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.30091979123	46.3178310046574	41.9331890845304	39.0707280392203	60.7498547417947	57.7517987060662	45.9437452058642	35.428007214566	17.3621368179163
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	2253600000	2253600000	2253600000	580.930475141359	722.071411925459	445.69512296364	474.552622202837	599.460184781135	527.338770780341	425.886804313874	415.810148873462	337.731528623074	524	672	416	431	545	487	391	361	310	578	719	445	469	594	524	424	412	335	527	672	416	432	546	488	392	361	310	458.560584190814	528.143579507651	328.276965976038	370.241660943088	468.021840102602	404.262590942464	326.318395436523	360.184740014755	256.241191657524
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	2	0	1	0	2	0	0	0	0	2	0	1	0	2	0	0	25.0449213732304	26.4673320026613	17.971366750513	11.163065154063	30.3749273708973	29.1863928944636	16.4926264841564	17.714003607283	13.7699705797268
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	6.9e+07	6.9e+07	6.9e+07	0	0	0	0	0	0	0	0	0	0	2	2	1	1	3	0	0	0	0	3	2	1	1	5	0	1	0	0	2	2	1	1	3	0	0	0	2.38523060697432	3.00765136393879	1.19809111670087	1.24034057267366	1.85968943087127	3.72592249716556	0	0.590466786909434	0.598694373031598
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae	0	0	0	0	14.2760508168862	0	14.190587498614	28.9967780261315	16.3166579680919	0	11.5653417897454	0	17	30	14	23	36	30	12	22	23	17	30	14	23	36	30	12	22	23	17	30	14	23	36	30	12	22	23	25.0449213732304	37.294876912841	17.971366750513	24.1866411671364	29.7550308939403	32.9123153916291	13.5475146119856	20.6663375418302	23.3490805482323
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	2018400000	2018400000	2018400000	659.972028056169	872.166384806187	564.54192969134	571.005860598308	771.573685552486	742.186196644456	511.008400593579	489.55994456208	446.6727754384	629	841	534	534	750	708	486	464	421	629	841	534	534	750	708	486	465	421	629	841	534	534	750	708	486	464	421	391.177819543789	528.745109780439	337.262649351294	348.535700921299	474.220804872173	459.530441317086	299.223366212552	289.919192372532	263.425524133903
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	530400000	530400000	530400000	197.942740106982	208.289311325427	143.08019458109	152.506688610276	190.966537131896	182.259034293502	134.410257299872	117.353641707361	104.633446342467	214	237	164	183	224	217	145	129	112	215	237	164	184	228	217	147	130	112	215	237	164	184	226	217	147	130	112	139.535990507998	152.187159015303	105.432018269676	119.692865263008	153.734326285358	142.827029058013	92.4765127861626	87.9795512495056	73.040713509855
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96307651743581	1.80459081836327	5.3914100251539	2.48068114534732	5.5790682926138	3.10493541430464	1.76706712330247	1.18093357381887	4.19086061122119
